"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	33
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"Under 15 years"	"15"	20
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	2367
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	9000
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	11971
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	10037
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	4121
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	725
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	45
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"Under 15 years"	"15"	10
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	2036
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	8132
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	11192
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	9402
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	4042
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	701
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	43
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"Under 15 years"	"15"	11
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	2265
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	8508
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	11855
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	9858
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	4217
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	720
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	40
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"Under 15 years"	"15"	17
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	2052
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	7934
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	11321
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	9595
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	4229
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	779
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	35
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"Under 15 years"	"15"	14
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	2057
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	8466
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	11912
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	9800
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	4229
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	776
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	48
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"Under 15 years"	"15"	22
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	1854
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	7667
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	11185
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	9391
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	4174
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	741
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	36
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"Under 15 years"	"15"	19
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	1997
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	8128
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	11644
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	10053
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	4399
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	769
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	43
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	589
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	1688
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	1814
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	1250
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	606
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	119
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	611
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	1800
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	1943
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	1305
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	566
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	125
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	12
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	656
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	1667
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	1865
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	1307
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	528
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	97
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	656
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	1793
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	2018
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	1299
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	554
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	126
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	635
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	1592
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	1903
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	1269
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	502
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	101
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	629
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	1713
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	1861
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	1349
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	567
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	118
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	558
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	1564
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	1749
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	1372
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	562
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	109
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	11
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	570
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	1573
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	1873
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	1406
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	582
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	109
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	10
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	481
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	1589
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	1844
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	1391
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	512
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	134
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	449
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	1621
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	1900
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	1462
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	554
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	111
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	427
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	1506
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	1853
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	1453
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	571
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	105
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	465
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	1575
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	1899
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	1487
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	646
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	115
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	418
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	1543
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	1900
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	1467
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	585
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	97
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	437
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	1625
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	1990
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	1526
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	641
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	122
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	11
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	389
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	1494
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	1863
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	1606
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	625
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	127
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	418
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	1434
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	2051
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	1631
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	630
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	144
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	395
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	1407
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	1905
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	1647
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	677
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	152
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	375
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	1460
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	2012
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	1728
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	694
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	107
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	356
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	1301
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	1887
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	1583
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	707
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	131
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	364
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	1406
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	1973
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	1667
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	727
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	154
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	11
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	334
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	1239
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	1741
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	1547
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	758
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	131
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	11
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	311
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	1285
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	1885
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	1707
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	694
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	136
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	11
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	261
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	1199
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	1756
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	1591
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	682
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	108
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	10
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	270
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	1211
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	1877
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	1646
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	760
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	134
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	247
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	1109
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	1773
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	1451
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	746
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	128
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	10
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	255
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	1134
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	1734
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	1587
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	749
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	139
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	13
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	1115
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	3367
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	4211
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	2903
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	1229
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	218
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	13
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	15
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	1165
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	3549
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	4442
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	3079
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	1359
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	249
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	10
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	1127
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	3247
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	4362
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	2988
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	1221
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	267
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	11
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"Under 15 years"	"15"	16
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	1159
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	3406
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	4506
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	3116
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	1259
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	277
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	16
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"Under 15 years"	"15"	14
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	1043
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	3116
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	4334
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	3121
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	1214
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	244
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	16
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"Under 15 years"	"15"	12
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	1166
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	3336
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	4493
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	3228
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	1347
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	238
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	12
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	962
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	3037
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	4236
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	2980
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	1224
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	245
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	11
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"Under 15 years"	"15"	11
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	996
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	3120
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	4430
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	3187
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	1225
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	229
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	15
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	824
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	2833
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	4266
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	3264
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	1173
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	253
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	17
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	907
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	2968
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	4326
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	3331
